,city_name,Country,First Administration,Second Administration,latitude (degree),longitude (degree),elevation (m),dist_to_sea (km),mean_temp (Celsius),mean_solarradiation (W/m2),mean_humidity (%),mean_windspeed (kph),mean_temp_index,mean_humid_index,mean_wind_index,temp_std (Celsius),mean_temp_range (Celsius),mean_abs_temp_diff_1 (Celsius),precip_std (mm),precip_sum (mm),temp precip corr,humid radiat corr,humid precip corr,temp radiat corr,Koppen climate,Color Code,Climate Names,Group,Precipitation Type,Level of Heat
170,Kaliningrad,Russia,Kaliningrad Oblast,Kaliningrad,54.710128,20.5105838,14.75718117,23.55405338,8.956,139.707,82.682,24.953,0.45941267,0.001437397,0.016060488,7.367,7.285,1.539,3.891,463.9,0.099,-0.539,0.144,0.618,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
171,Kampala,Uganda,Central Region,Kampala,0.3475964,32.5825197,1176.223267,819.3777155,22.462,241.352,76.978,27.083,1.189721338,0.000755299,0.00862088,1.044,8.545,0.739,6.643,777.3,-0.167,-0.373,0.226,0.482,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,
172,Kano,Nigeria,Kano,Kano,12.0021794,8.5919561,468.6073914,692.9202553,25.768,250.047,49.918,26.215,0.817783643,0.015574127,0.010587695,4.24,13.841,0.961,46.526,4577.9,0.217,-0.469,-0.077,0.398,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
173,Kansas City,United States,Missouri,Jackson County,39.100105,-94.5781416,277.4832153,914.2264803,13.63,171.594,61.177,24.695,0.571952449,0.015719294,0.014507774,11.713,10.887,3.317,5.969,568.103,0.059,-0.353,0.313,0.592,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
174,Karachi,Pakistan,Sindh,Karachi City,24.8546842,67.0207055,3.519587278,4.33781073,26.761,227.626,62.191,25.384,0.612619839,0.012776654,0.012369642,4.395,10.058,0.683,8.697,518.9,0.05,-0.059,0.234,0.614,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
175,Kathmandu,Nepal,Bagmati Province,Bagmati Province,27.708317,85.3205817,1295.068726,588.2473839,18.807,209.045,76.199,18.635,0.990947685,0.002641411,0.030927801,5.14,10.468,0.592,19.984,2937.5,0.244,-0.502,0.372,0.406,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer
176,Kazan,Russia,Republic of Tatarstan,Gorod Kazan',55.7823547,49.1242266,55.14223099,890.7604984,5.352,120.133,72.902,23.142,0.400732609,0.007464235,0.018548032,11.775,7.726,1.988,4.103,667.6,-0.022,-0.809,0.392,0.719,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
177,Key West,United States,Florida,Florida,24.5625566,-81.7724368,-0.240792558,0.189852762,26.539,469.201,76.107,21.528,0.649809491,0.001815047,0.021344269,3.366,4.997,0.906,8.368,892.282,0.015,-0.459,0.254,0.364,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
178,Kharkiv,Ukraine,Kharkiv Oblast,Kharkivs'ka city council,49.9923181,36.2310146,121.6188812,319.412757,8.697,141.837,73.48,22.967,0.485828189,0.008092031,0.018657098,9.658,7.729,2.019,2.864,542.2,-0.028,-0.783,0.404,0.713,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
179,Khartoum,Sudan,Khartoum,Khartoum,15.5006544,32.5598994,383.7507629,591.614573,30.376,272.078,26.492,28.642,0.603099833,0.009802225,0.003939942,4.882,11.91,1.172,2.284,177.2,-0.012,-0.438,0.373,0.473,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
180,Khumjung,Nepal,Koshi Province,Solukhumbu,27.9343193,86.7818523,4695.49707,562.3200097,-3.375,263.794,64.347,15.412,0.356168897,0.012176773,0.049438957,7.09,31.582,1.165,3.531,646.8,0.328,-0.08,0.521,0.055,ET,#64FFFF,Tundra,Polar,Tundra,
181,Kingston,Jamaica,St. Andrew Parish,Kingston,18.0178743,-76.8099041,57.83631134,4.0989832,27.944,160.836,71.859,35.909,0.470691183,0.001719239,0.003021734,1.09,5.668,0.428,6.067,509.5,-0.077,-0.206,0.372,0.089,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,
182,Kinshasa,Democratic Republic of the Congo,Kinshasa,Kinshasa,-4.3217055,15.3125974,277.7065735,262.3778376,25.736,226.815,76.128,18.212,0.782145432,0.001252859,0.032248014,1.553,8.836,1.154,12.942,1742.588,-0.195,-0.429,0.444,0.165,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
183,Kisangani,Democratic Republic of the Congo,Tshopo,Kisangani,0.5185303,25.2007728,395.3005371,1360.265097,24.471,200.424,80.226,11.267,0.845398508,0.00175351,0.068427667,1.582,11.678,1.173,7.426,1605.7,-0.405,-0.658,0.424,0.684,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,
184,Kisumu,Kenya,Kisumu County,Kisumu,-0.0917016,34.7679568,1187.828491,603.0731798,21.99,267.631,70.368,24.662,1.123422455,0.00417179,0.014044796,1.338,13.981,0.908,6.181,2017.0,-0.369,-0.451,0.489,0.385,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,
185,Knoxville,United States,Tennessee,Knox County,35.9603948,-83.9210261,275.9128418,459.3827205,15.159,164.424,72.922,15.585,0.708815674,0.005219581,0.047594953,8.833,11.629,2.193,7.726,1313.936,0.039,-0.389,0.484,0.589,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
186,Kolkata,India,West Bengal,Presidency Division,22.5726459,88.3638953,13.94959927,43.55557519,26.921,229.579,74.783,19.559,0.565890787,0.0025864,0.031505418,4.114,7.727,0.729,8.749,1350.409,0.167,-0.347,0.399,0.413,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
187,Krasnodar,Russia,Krasnodar Krai,Gorod Krasnodar,45.7684014,39.0261044,7.5938344,53.53241018,12.906,167.564,73.432,23.365,0.599030493,0.005474345,0.021009771,8.902,9.72,1.738,4.125,595.2,-0.219,-0.703,0.391,0.738,Dfa,#550055,Hot-summer humid continental climate,Cold (continental),Without dry season,Hot summer
188,Krasnoyarsk,Russia,Krasnoyarsk Krai,Krasnoyarsk,63.3233807,97.0979974,357.7864075,1235.906671,1.689,129.664,70.502,21.104,0.357665972,0.006366272,0.027022946,13.28,10.668,2.813,8.496,641.261,0.145,-0.421,0.066,0.705,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer
189,Kuala Lumpur,Malaysia,Kuala Lumpur,Federal Territory of Kuala Lumpur,3.1516964,101.6942371,31.26236343,33.77452787,27.888,219.696,79.177,15.407,0.461998359,0.000401706,0.046169628,1.136,7.596,0.713,12.822,2358.039,-0.453,-0.349,0.469,0.439,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,
190,Kugluktuk,Canada,Nunavut,Kitikmeot Region,67.8252313,-115.0965503,13.36867714,2.322600778,-8.999,111.628,75.715,28.837,0.137252978,0.001833128,0.010010168,16.286,7.288,2.924,2.147,253.07,0.205,-0.162,0.426,0.577,ET,#64FFFF,Tundra,Polar,Tundra,
191,Kunming,China,Yunnan,Kunming,24.8837627,102.8325695,1930.83606,542.5853604,14.853,210.925,72.28,26.642,0.894662421,0.006418528,0.011125332,5.051,9.711,1.458,7.712,1037.6,0.13,-0.508,0.382,0.562,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer
192,Kuwait City,Kuwait,Al Asimah Governate,Kuwait City,29.3796532,47.9734174,3.702594995,0.727297237,28.244,152.112,35.841,25.273,0.655228741,0.012584303,0.013966032,9.149,12.236,1.142,2.953,191.267,-0.178,-0.752,0.259,0.605,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
193,Kyiv,Ukraine,Kyiv city,Kyiv city,50.4500336,30.5241361,150.7574463,341.5338763,9.711,132.013,70.648,16.178,0.534724032,0.009553985,0.045524371,9.091,7.481,1.794,2.861,525.3,0.015,-0.8,0.333,0.702,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
194,Lagos,Nigeria,Lagos,Lagos,6.4550575,3.3941795,3.768089056,0.555928836,27.403,234.118,81.39,24.104,0.53268867,0.000935287,0.015415091,1.489,8.13,0.69,19.023,1892.0,-0.191,-0.288,0.186,0.452,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,
195,Las Vegas,United States,Nevada,Clark County,36.1672559,-115.148516,617.4589233,368.6686813,21.849,234.635,24.579,24.568,0.672731689,0.009777571,0.023833171,9.98,11.661,1.592,0.974,43.828,0.078,-0.661,0.171,0.678,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
196,Leh,Leh,,,34.1525864,77.5770535,3408.85376,1275.719256,-0.86,267.235,45.313,13.535,0.327930611,0.023209522,0.05912013,11.413,19.066,1.161,2.19,320.9,0.046,-0.566,0.453,0.734,ET,#64FFFF,Tundra,Polar,Tundra,
197,Lhasa,China,Tibet,Lhasa,29.6553895,91.1704736,3658.924805,607.5009195,6.835,250.523,39.693,15.679,0.485653582,0.01870232,0.047438163,7.4,17.178,1.087,2.757,396.3,0.241,-0.1,0.514,0.617,Dwc,#C89BFA,Monsoon-influenced subarctic climate,Cold (continental),Dry winter,Cold summer
198,Libreville,Gabon,Estuaire,Komo-Mondah,0.4161976,9.4672676,21.19067574,2.976501394,26.382,217.198,82.759,17.796,0.657458536,6.43e-05,0.028518585,1.073,5.327,0.567,8.419,1460.3,0.007,-0.434,0.333,0.383,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,
199,Lilongwe,Malawi,Central Region,Lilongwe,-13.9626121,33.7741195,1055.278931,496.8162744,20.548,235.375,66.12,23.63,1.179059462,0.012829568,0.014457647,2.638,10.33,0.671,13.435,1610.7,-0.002,-0.493,0.381,0.523,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer
200,Lima,Peru,Callao Region,Lima,-12.0621065,-77.0365256,134.8258209,5.244477124,18.316,272.708,79.809,22.343,1.228947319,0.000166621,0.013119495,2.631,4.085,0.437,1.024,110.9,0.322,-0.214,-0.045,0.063,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
201,Lisboa,Portugal,Lisbon,Lisbon,38.7077507,-9.1365919,3.803534508,0.048299829,17.813,176.082,70.419,21.912,1.049769663,0.007981442,0.016686719,4.497,7.601,1.09,5.67,575.95,-0.088,-0.623,0.312,0.555,Csb,#00D700,Warm-summer Mediterranean climate,Temperate,Dry summer,Warm summer
202,Little Rock,United States,Arkansas,Pulaski County,34.7465071,-92.2896267,101.9486008,482.4260683,17.6,118.57,63.271,22.504,0.667982715,0.013245179,0.018476209,9.443,11.493,2.503,9.401,1182.191,-0.042,-0.25,0.442,0.549,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
203,Liverpool,United Kingdom,England,,53.4071991,-2.99168,14.4782629,0.013231532,11.486,210.218,78.238,27.393,0.622120199,0.001338315,0.013880774,5.027,5.934,1.292,3.039,645.092,-0.052,-0.727,0.354,0.546,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
204,London,United Kingdom,England,Greater London,51.5073359,-0.12765,7.596413612,51.50444958,13.005,141.308,72.468,18.883,0.73462486,0.005875526,0.026537702,5.808,7.443,1.447,3.786,523.807,-0.01,-0.802,0.345,0.622,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
205,Los Angeles,United States,California,Los Angeles County,34.0536909,-118.242766,90.32875061,22.72275458,18.24,192.876,61.792,13.9,1.084587656,0.010391977,0.056035759,4.046,9.314,1.001,2.435,143.825,-0.14,0.063,0.183,0.474,Csb,#00D700,Warm-summer Mediterranean climate,Temperate,Dry summer,Warm summer
206,Louisville,United States,Kentucky,Jefferson County,38.2542376,-85.759407,140.2349396,753.0721972,14.754,151.504,63.817,21.61,0.652962153,0.012844174,0.022843365,10.205,10.151,2.86,7.239,1021.12,0.077,-0.412,0.466,0.564,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
207,Luanda,Angola,Luanda Province,Luanda,-8.8146556,13.2301756,6.726194382,0.71362641,24.865,250.318,80.723,22.501,0.875775246,0.00015431,0.01152611,2.204,5.126,0.434,3.188,370.7,0.182,-0.36,0.234,0.22,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
208,Lukla,Nepal,Koshi Province,Koshi Province,27.6856603,86.7278059,2782.932617,539.1354127,3.072,201.957,69.09,18.939,0.495692909,0.011792104,0.030656599,6.112,23.421,0.893,4.271,1024.2,0.255,-0.587,0.522,-0.299,ET,#64FFFF,Tundra,Polar,Tundra,
209,Lusaka,Zambia,Lusaka Province,Lusaka,-15.3875259,28.3228165,1252.982544,751.0934248,20.472,241.393,61.453,19.76,1.146438755,0.010803737,0.025983914,3.227,11.117,0.858,7.104,1075.9,-0.012,-0.455,0.467,0.537,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer
210,Madison,United States,Wisconsin,Dane County,43.074761,-89.3837613,281.5163879,1155.196276,8.624,151.491,69.242,21.988,0.53051035,0.007448578,0.020427268,12.054,9.798,3.033,6.572,857.164,0.186,-0.48,0.394,0.559,Dfa,#550055,Hot-summer humid continental climate,Cold (continental),Without dry season,Hot summer
211,Madrid,Spain,Community of Madrid,Madrid,40.4167047,-3.7035825,647.8666382,298.6302622,16.556,160.401,56.861,17.423,0.753054682,0.014619383,0.040875862,7.962,10.403,1.319,3.446,402.681,-0.203,-0.795,0.414,0.819,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold
212,Magadan,Russia,Magadan Oblast,Gorod Magadan,63.5515028,154.014726,354.2454834,326.0283427,-4.11,112.535,71.677,20.23,0.226813919,0.006914156,0.026482084,14.195,12.392,2.763,5.002,657.5,0.206,-0.045,0.428,0.593,Dsc,#BEBEBE,Dry-summer subarctic climate,Cold (continental),Dry summer,Cold summer
213,Male,Maldives,Male,Malé,4.1754959,73.5093474,8.004964828,1.091670649,28.845,253.332,78.493,27.9,0.27975128,0.000415768,0.014700885,0.904,4.092,0.46,8.813,1253.5,-0.415,-0.372,0.429,0.465,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,
214,Manaus,Brazil,State of Amazonas,Manaus,-3.1316333,-59.9825041,42.00619125,743.3026128,26.948,218.975,81.298,13.653,0.60010222,0.000637462,0.059513442,1.515,7.036,0.974,8.903,1144.8,-0.409,-0.369,0.427,0.439,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,
215,Manila,Philippines,Metro Manila,Manila,14.5948914,120.9782618,1.92349112,1.8146532,28.359,141.441,75.422,21.679,0.425701473,0.001462556,0.018800055,1.276,6.523,0.609,13.977,2062.695,-0.245,-0.369,0.46,0.571,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,
216,Manzhouli,China,Inner Mongolia,Hulunbuir,49.47671775,117.7946337,542.5619507,919.8377329,0.642,171.679,58.973,24.025,0.399927682,0.014518184,0.022774109,16.051,10.247,2.088,2.303,277.5,0.248,-0.691,0.248,0.77,Dwb,#B464FA,Monsoon-influenced warm-summer humid continental climate,Cold (continental),Dry winter,Warm summer
217,Maputo,Mozambique,Maputo,Maputo,-25.969248,32.5731746,18.93315697,0.143359564,23.287,224.003,74.233,24.866,0.978949494,0.002618219,0.010786139,3.081,9.891,1.256,10.117,813.4,-0.094,-0.269,0.248,0.644,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
218,Marrakesh,Morocco,Marrakesh-Safi,Marrakesh,31.6294723,-7.9810845,460.6627808,141.5256215,22.01,243.994,50.684,18.887,0.924298383,0.021897148,0.031489547,6.342,13.907,1.415,1.394,89.4,-0.206,-0.245,0.339,0.623,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
219,Mbuji-Mayi,Democratic Republic of the Congo,Kasai Oriental,Tshilenge District,-6.1306709,23.5966577,624.7475586,1041.593744,24.718,223.716,68.27,12.268,0.920153448,0.009025315,0.06388939,2.06,11.862,0.991,5.024,1255.1,-0.513,-0.44,0.553,0.554,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
220,Mecca,Saudi Arabia,Makkah Province,Makkah Al-Mukarramah,21.420847,39.826869,298.5681763,65.46709868,28.223,267.634,41.628,23.936,0.637094809,0.022807406,0.009340252,4.656,14.161,0.65,1.224,122.0,-0.253,-0.734,0.412,0.724,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
221,Melbourne,Australia,Victoria,Melbourne,-37.8142176,144.9631608,9.033115387,6.071066685,15.321,158.147,72.428,17.338,0.891235306,0.004315377,0.036759412,4.67,7.872,1.617,3.88,551.068,0.028,-0.561,0.291,0.558,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
222,Memphis,United States,Tennessee,Shelby County,35.1460249,-90.0517638,82.90742493,475.7203084,17.293,99.132,65.416,21.159,0.662055457,0.012137213,0.024884218,9.807,10.602,2.564,8.228,1260.949,0.022,-0.436,0.467,0.385,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
223,Mexico City,Mexico,Mexico City,Mexico City,19.4326296,-99.1331785,2229.744629,232.5002646,17.484,256.111,55.194,24.167,1.00128166,0.017871574,0.011621025,2.356,17.279,0.966,6.341,877.57,0.079,-0.58,0.226,0.639,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer
224,Miami,United States,Florida,Miami-Dade County,25.7741728,-80.19362,1.982275844,0.222192721,25.595,172.624,72.806,22.561,0.757333918,0.002806306,0.013753953,3.581,6.666,1.104,10.9,1495.179,-0.005,-0.412,0.432,0.5,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
225,Milan,Italy,Lombardy,Metropolitan City of Milan,45.4641943,9.1896346,122.3446579,108.5706835,15.369,111.548,69.202,14.013,0.707904449,0.011899873,0.060159881,8.677,9.603,1.176,4.149,453.036,-0.053,-0.776,0.268,0.8,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
226,Milwaukee,United States,Wisconsin,Milwaukee County,43.0349931,-87.922497,185.981308,1057.132558,9.774,137.045,64.831,26.904,0.549011348,0.011527315,0.007845721,11.214,8.478,3.054,7.138,818.923,0.117,-0.252,0.376,0.57,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
227,Minneapolis,United States,Minnesota,Hennepin County,44.9772995,-93.2654692,255.84375,1193.713471,7.731,143.884,64.191,24.266,0.517992662,0.011812855,0.015949755,13.663,9.388,3.069,3.958,520.582,0.113,-0.605,0.359,0.551,Dfa,#550055,Hot-summer humid continental climate,Cold (continental),Without dry season,Hot summer
228,Minsk,Belarus,Minsk Region,Minsk Region,53.9024716,27.5618225,214.0046387,460.4691257,7.332,127.104,79.223,24.267,0.411694806,0.003374224,0.01553943,8.757,8.254,1.762,3.007,550.3,-0.071,-0.747,0.422,0.677,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
229,Mogadishu,Somalia,Banaadir,Mogadisho,2.0469343,45.3181623,60.94033813,2.570967193,27.056,287.236,77.492,31.144,0.539425774,0.00027734,0.001469739,1.137,5.015,0.214,6.45,515.6,-0.069,-0.245,-0.03,0.031,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
230,Mombasa,Kenya,Mombasa County,Mombasa,-4.05052,39.667169,18.79147339,1.415585298,26.604,271.426,76.542,27.91,0.69475647,0.000452001,0.004137094,1.801,6.651,0.378,5.597,559.9,-0.173,-0.458,0.464,0.246,As,#FF6E6E,Tropical dry savanna climate,Tropical,"Savanna, Dry",
231,Montreal,Canada,Quebec,Montreal,45.5031824,-73.5698065,37.99774551,2.893825468,8.254,137.768,66.742,11.713,0.560534149,0.009311708,0.071676924,11.862,7.89,2.905,7.414,1142.678,0.071,-0.624,0.463,0.649,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
232,Moroni,Comoros,Ngazidja,Moroni,-11.7172157,43.2473146,27.1294651,2.797803296,26.231,231.636,72.634,25.389,0.721336345,0.001792708,0.012454018,1.647,7.908,0.551,19.616,2125.6,-0.056,-0.165,0.409,0.359,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,
233,Moscow,Russia,Moscow,Moscow,55.7504461,37.6174943,148.1875305,804.3841546,6.562,120.573,72.137,22.937,0.398155535,0.008497972,0.015784672,10.017,6.846,1.724,2.567,493.4,-0.096,-0.792,0.391,0.733,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
234,Mosul,Iraq,Nineveh Governorate,Mosul,36.3489278,43.157736,218.2796021,532.1879504,21.84,221.989,42.127,20.938,0.668510482,0.010446337,0.027756323,10.365,14.053,1.253,2.168,153.6,-0.154,-0.79,0.27,0.793,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
235,Mount Fuji,Japan,Shizuoka,Shizuoka,35.3606255,138.7273634,3729.949707,22.35065682,16.039,164.508,72.684,15.106,0.723250336,0.005405825,0.051175392,7.976,8.81,1.457,13.431,1977.165,0.171,-0.274,0.498,0.384,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
236,Mumbai,India,Maharashtra,Mumbai City,19.0785451,72.878176,2.468382359,5.014059844,28.021,225.44,70.652,19.427,0.522331012,0.009726341,0.022434624,2.185,6.346,0.577,22.481,2693.2,-0.151,-0.295,0.447,0.391,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
237,Munich,Germany,Bavaria,Upper Bavaria,48.1371079,11.5753822,518.0629883,272.460683,11.184,121.796,70.61,17.133,0.617246369,0.008523539,0.042672628,7.594,8.738,1.724,4.906,836.408,0.103,-0.738,0.322,0.675,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
238,Murcia,Spain,Region of Murcia,Murcia,37.9922399,-1.1306544,41.6438942,36.8468224,19.852,176.981,63.082,17.233,0.881260639,0.013540417,0.037650417,6.836,11.598,1.064,5.546,415.496,-0.132,-0.631,0.293,0.713,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold
239,Murghob,Tajikistan,Gorno-Badakhshan Autonomous Province,Murghab,38.1869138,73.9976946,3631.033691,1468.507652,-1.327,247.462,47.987,21.245,0.246206802,0.023560223,0.034851547,11.616,15.158,1.174,1.367,170.5,0.158,-0.774,0.334,0.829,ET,#64FFFF,Tundra,Polar,Tundra,
240,Murmansk,Russia,Murmansk Oblast,Gorod Murmansk,68.970665,33.07497,25.3541832,3.581960899,1.944,84.476,83.048,19.498,0.24766023,0.002251037,0.029346566,9.859,7.974,2.57,3.034,570.523,0.112,-0.735,0.318,0.622,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer
241,Muscat,Oman,Muscat Governorate,Muscat,23.5882019,58.3829448,9.152368546,2.760252949,29.002,264.266,60.619,21.653,0.531857416,0.012788147,0.015690477,4.411,7.228,0.876,3.524,178.7,-0.008,-0.235,0.142,0.669,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
242,N'Djamena,Chad,N'Djamena,N'Djaména,12.1348457,15.0557415,293.2786865,959.6299929,28.49,245.224,40.642,24.146,0.675524671,0.009024414,0.011767434,3.956,13.786,1.033,5.025,445.2,-0.08,-0.609,0.331,0.394,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
243,Nairobi,Kenya,Nairobi County,Nairobi,-1.2832533,36.8172449,1672.708252,366.9185343,19.779,241.459,65.62,26.644,1.233362957,0.009085014,0.0074538,1.792,9.832,0.651,3.772,372.4,0.015,-0.605,0.263,0.719,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer
244,Nanjing,China,Jiangsu,Nanjing,32.0615513,118.7915619,9.064515114,82.56607243,17.467,184.037,70.891,18.065,0.617296075,0.006302137,0.034424997,9.925,9.391,1.511,9.773,825.2,-0.023,-0.605,0.342,0.59,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
245,Napoli,Italy,Campania,,40.8358846,14.2487679,18.3938694,0.185531876,17.802,137.239,67.343,18.303,0.832577518,0.010225086,0.036535062,6.932,8.719,1.088,6.768,793.37,-0.061,-0.433,0.304,0.73,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
246,Nashville,United States,Tennessee,Davidson County,36.1622767,-86.7742984,127.6947479,556.0814322,16.06,174.331,62.436,20.807,0.686379124,0.014661387,0.026665074,9.657,11.333,2.676,5.706,857.288,0.018,-0.498,0.435,0.506,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
247,New Dehli,India,Delhi,New Delhi,28.6139,77.209,216.0,930.0,25.652,214.941,62.949,15.882,0.614959124,0.008586444,0.046116819,7.614,10.97,0.875,10.476,904.507,-0.064,-0.738,0.288,0.729,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer
248,New Orleans,United States,Louisiana,Orleans Parish,29.9759983,-90.0782127,0.566280842,6.090839145,22.085,108.006,68.83,16.952,0.732002161,0.008461155,0.040327499,7.216,7.248,1.915,4.538,495.863,0.088,-0.398,0.239,0.451,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
249,New York,United States,New York,New York,40.7127281,-74.0060152,13.52055073,0.86316222,13.661,163.688,60.604,20.921,0.649760211,0.017257015,0.023512189,9.61,7.381,2.55,5.114,785.419,-0.041,-0.424,0.467,0.562,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
250,Niamey,Niger,Niamey Urban Community,Niamey,13.5115963,2.1253854,218.7328339,704.116665,30.041,251.658,34.112,25.881,0.599062531,0.008590579,0.01074498,3.697,11.975,1.07,5.544,444.1,-0.172,-0.316,0.391,0.584,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
251,Nice,France,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.7009358,7.2683912,7.273086071,0.845328902,17.514,155.261,65.94,23.924,0.834866881,0.009663119,0.014380765,6.657,6.211,0.815,6.627,425.571,-0.075,-0.263,0.241,0.688,Csb,#00D700,Warm-summer Mediterranean climate,Temperate,Dry summer,Warm summer
252,Nikolski,United States,Alaska,Aleutians West Census Area,52.9402166,-168.8609255,2.200372696,1.712694052,5.364,113.751,84.525,48.984,0.091116591,0.000814139,0.001840278,3.174,2.758,0.944,7.816,1692.2,0.066,-0.438,0.379,0.074,Cfc,#003200,Subpolar oceanic climate,Temperate,Without dry season,Cold summer
253,Norfolk,United States,Virginia,Norfolk,52.666667,1.0,38.93380737,28.25972009,16.473,167.032,70.164,23.042,0.731958022,0.007433469,0.016280975,8.588,8.551,2.565,7.124,952.372,0.011,-0.4,0.412,0.532,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
254,Norilsk,Russia,Krasnoyarsk Krai,Norilsk urban okrug,69.35579,88.1892938,77.00858307,390.7148781,-5.584,97.952,79.818,34.113,0.181441865,0.002648103,0.007788193,14.801,8.37,2.932,3.901,619.2,0.113,-0.527,0.355,0.627,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer
255,Nosappu,Japan,Hokkaido,Hokkaido,43.3804285,145.8004401,23.41884995,0.102478105,4.932,68.029,81.059,22.872,0.354063422,0.001853799,0.018932383,9.624,5.795,1.86,2.21,298.146,0.219,-0.784,0.139,0.716,Dwb,#B464FA,Monsoon-influenced warm-summer humid continental climate,Cold (continental),Dry winter,Warm summer
