,city_name,Country,First Administration,Second Administration,latitude (degree),longitude (degree),elevation (m),dist_to_sea (km),mean_temp (Celsius),mean_solarradiation (W/m2),mean_humidity (%),mean_windspeed (kph),mean_temp_index,mean_humid_index,mean_wind_index,temp_std (Celsius),mean_temp_range (Celsius),mean_abs_temp_diff_1 (Celsius),precip_std (mm),precip_sum (mm),mean_pressure (millibar),pressure_std (millibar),mean_snow_depth (cm),mean_cloud_cover (%),mean_visibility (km),clear_day_num,cloudy_day_num,overcast_day_num,rain_day_num,snow_day_num,temp precip corr,humid radiat corr,humid precip corr,temp radiat corr,pressure_temp_corr,Koppen climate,Color Code,Climate Names,Group,Precipitation Type,Level of Heat,Region,Continent
131,Irkutsk,Russia,Irkutsk Oblast,Gorod Irkutsk,56.6370122,104.719221,513.6032104,1613.19498,1.267,145.247,69.02,20.255,0.357588259,0.007421704,0.033528258,13.341,11.826,2.406,2.874,377.7,1018.089,10.149,9.25,61.198,11.745,12,335,18,74,70,0.15,-0.585,0.346,0.736,-0.77,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer,"Eastern Europe, Northern Asia",Asia
132,Kaliningrad,Russia,Kaliningrad Oblast,Kaliningrad,54.710128,20.5105838,14.75718117,23.55405338,8.956,139.707,82.682,24.953,0.45941267,0.001437397,0.016060488,7.367,7.285,1.539,3.891,463.9,1015.336,10.066,0.646,51.529,9.194,72,225,51,177,53,0.099,-0.539,0.144,0.618,-0.033,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,"Eastern Europe, Northern Asia",Asia
133,Kazan,Russia,Republic of Tatarstan,Gorod Kazan',55.7823547,49.1242266,55.14223099,890.7604984,5.352,120.133,72.902,23.142,0.400732609,0.007464235,0.018548032,11.775,7.726,1.988,4.103,667.6,1015.464,10.617,17.395,71.253,9.145,21,240,104,98,88,-0.022,-0.809,0.392,0.719,-0.167,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,"Eastern Europe, Northern Asia",Asia
134,Kostroma,Russia,Kostroma Oblast,Gorod Kostroma,57.7677078,40.9262609,107.6622772,678.6087679,5.463,120.138,75.831,18.618,0.381967349,0.004065713,0.033608986,10.343,8.252,1.945,2.655,467.7,1014.255,10.969,11.521,55.985,10.439,102,130,124,134,105,-0.043,-0.704,0.414,0.707,-0.099,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,"Eastern Europe, Northern Asia",Asia
135,Krasnodar,Russia,Krasnodar Krai,Gorod Krasnodar,45.7684014,39.0261044,7.5938344,53.53241018,12.906,167.564,73.432,23.365,0.599030493,0.005474345,0.021009771,8.902,9.72,1.738,4.125,595.2,1015.365,6.66,0.459,38.366,9.484,108,208,18,176,40,-0.219,-0.703,0.391,0.738,-0.593,Dfa,#550055,Hot-summer humid continental climate,Cold (continental),Without dry season,Hot summer,"Eastern Europe, Northern Asia",Asia
136,Krasnoyarsk,Russia,Krasnoyarsk Krai,Krasnoyarsk,63.3233807,97.0979974,357.7864075,1235.906671,1.689,129.664,70.502,21.104,0.357665972,0.006366272,0.027022946,13.28,10.668,2.813,8.496,641.261,1018.347,11.109,16.014,42.737,15.342,45,298,2,180,153,0.145,-0.421,0.066,0.705,-0.763,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer,"Eastern Europe, Northern Asia",Asia
137,Magadan,Russia,Magadan Oblast,Gorod Magadan,63.5515028,154.014726,354.2454834,326.0283427,-4.11,112.535,71.677,20.23,0.226813919,0.006914156,0.026482084,14.195,12.392,2.763,5.002,657.5,1008.604,9.317,14.143,48.96,12.55,83,229,51,80,69,0.206,-0.045,0.428,0.593,-0.049,Dsc,#BEBEBE,Dry-summer subarctic climate,Cold (continental),Dry summer,Cold summer,"Eastern Europe, Northern Asia",Asia
138,Moscow,Russia,Moscow,Moscow,55.7504461,37.6174943,148.1875305,804.3841546,6.562,120.573,72.137,22.937,0.398155535,0.008497972,0.015784672,10.017,6.846,1.724,2.567,493.4,1014.24,10.396,1.03,49.576,9.157,96,184,71,150,110,-0.096,-0.792,0.391,0.733,-0.025,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,"Eastern Europe, Northern Asia",Asia
139,Murmansk,Russia,Murmansk Oblast,Gorod Murmansk,68.970665,33.07497,25.3541832,3.581960899,1.944,84.476,83.048,19.498,0.24766023,0.002251037,0.029346566,9.859,7.974,2.57,3.034,570.523,1008.758,12.018,14.021,73.959,11.707,2,321,42,156,154,0.112,-0.735,0.318,0.622,0.188,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer,"Eastern Europe, Northern Asia",Asia
140,Norilsk,Russia,Krasnoyarsk Krai,Norilsk urban okrug,69.35579,88.1892938,77.00858307,390.7148781,-5.584,97.952,79.818,34.113,0.181441865,0.002648103,0.007788193,14.801,8.37,2.932,3.901,619.2,1010.146,10.625,29.391,67.403,12.485,15,274,76,83,195,0.113,-0.527,0.355,0.627,-0.333,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer,"Eastern Europe, Northern Asia",Asia
141,Novorybnaya,Russia,Krasnoyarsk Krai,Krasnoyarsk Krai,72.824669,105.824059,24.81121635,5.210032698,1.491,134.893,80.078,22.796,0.338250759,0.001154013,0.025110731,11.761,8.938,1.771,5.664,971.6,1010.685,7.849,17.036,74.195,17.92,14,196,153,143,168,0.067,-0.327,0.378,0.587,-0.268,ET,#64FFFF,Tundra,Polar,Tundra,,"Eastern Europe, Northern Asia",Asia
142,Novosibirsk,Russia,Novosibirsk Oblast,Gorod Novosibirsk,55.0288307,82.9226887,150.3330231,1312.527692,2.463,140.181,69.371,21.938,0.404048891,0.00738749,0.024156769,14.243,10.283,2.685,1.718,311.302,1019.147,11.643,11.058,46.319,10.108,84,222,45,129,115,0.139,-0.65,0.309,0.737,-0.742,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,"Eastern Europe, Northern Asia",Asia
143,Novy Urengoy,Russia,Yamalo-Nenets Autonomous Okrug,Gorod Novyy Urengoy,66.0956864,76.6563522,45.95004272,173.5914123,-3.898,102.539,77.709,24.67,0.234053006,0.004272979,0.015555057,15.189,9.338,3.162,3.633,492.177,1013.048,11.34,28.163,79.813,17.975,2,205,158,127,177,0.193,-0.678,0.19,0.624,-0.389,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer,"Eastern Europe, Northern Asia",Asia
144,Orenburg,Russia,Orenburg Oblast,Gorod Orenburg,51.768156,55.0969796,110.2452469,528.0367684,6.013,143.545,69.507,24.504,0.452528402,0.009823355,0.014924651,13.08,10.063,2.233,0.014,0.5,1017.737,10.277,6.024,65.522,9.419,20,257,88,3,2,-0.042,-0.656,0.068,0.73,-0.423,Dfa,#550055,Hot-summer humid continental climate,Cold (continental),Without dry season,Hot summer,"Eastern Europe, Northern Asia",Asia
145,Oymyakon,Russia,Sakha Republic,Sakha Republic,63.464138,142.773727,684.3656006,410.1815615,-12.577,121.651,69.245,12.029,0.234991033,0.006766634,0.052562205,22.029,13.568,1.964,3.893,289.748,1016.601,14.011,18.276,74.07,25.022,3,269,93,98,173,0.021,-0.566,0.058,0.78,-0.764,Dfd,#FF6EFF,Extremely cold subarctic climate,Cold (continental),Without dry season,Very cold winter,"Eastern Europe, Northern Asia",Asia
146,Samara,Russia,Samara Oblast,Gorod Samara,53.198627,50.113987,80.39105225,617.5673655,6.487,131.919,68.998,23.925,0.440887133,0.009430901,0.017715768,11.872,7.82,1.967,3.678,584.1,1015.994,10.149,9.552,63.961,9.257,18,287,60,114,86,-0.124,-0.776,0.358,0.739,-0.228,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,"Eastern Europe, Northern Asia",Asia
147,Saskylakh,Russia,Sakha Republic,Sakha Republic,71.954308,114.119835,34.97546387,64.70178965,-11.651,94.773,76.396,20.405,0.118988604,0.002811749,0.030640213,16.947,10.293,3.154,1.833,306.1,1012.892,9.92,33.7,75.72,22.263,9,233,123,65,161,0.186,-0.285,0.26,0.596,-0.475,Dwc,#C89BFA,Monsoon-influenced subarctic climate,Cold (continental),Dry winter,Cold summer,"Eastern Europe, Northern Asia",Asia
148,Sochi,Russia,Krasnodar Krai,City of Sochi,43.5854823,39.723109,2.565893412,1.592940461,14.354,167.896,75.352,20.225,0.730725753,0.003168164,0.022419178,7.248,7.428,1.322,10.162,1855.757,1015.318,6.146,2.052,61.029,10.359,54,207,102,189,23,-0.145,-0.175,0.452,0.625,-0.628,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,"Eastern Europe, Northern Asia",Asia
149,Tiksi,Russia,Sakha Republic,Sakha Republic,71.637482,128.8644716,40.55443954,2.591098229,-11.376,96.254,80.55,27.456,0.065622958,0.000748743,0.021119417,14.634,7.894,2.347,1.724,240.963,1013.445,10.071,10.983,81.515,14.364,3,198,164,89,169,0.213,-0.125,0.184,0.582,-0.549,ET,#64FFFF,Tundra,Polar,Tundra,,"Eastern Europe, Northern Asia",Asia
150,Ugolnye Kopi,Russia,Chukotka Autonomous Okrug,Anadyrsky District,64.736414,177.6827764,16.9064579,1.637055611,-4.489,110.553,78.365,36.199,0.116035724,0.002084356,0.006552739,13.263,7.399,2.92,2.319,330.573,1012.04,11.738,13.755,55.885,13.612,30,313,22,69,83,0.086,-0.346,0.324,0.514,-0.369,Dsc,#BEBEBE,Dry-summer subarctic climate,Cold (continental),Dry summer,Cold summer,"Eastern Europe, Northern Asia",Asia
151,Verkhoyansk,Russia,Sakha Republic,Sakha Republic,67.5505925,133.3993399,142.20578,381.6629598,-11.78,103.762,71.336,12.063,0.233931151,0.005098187,0.053669952,21.321,12.909,2.686,1.447,211.86,1014.685,11.962,18.229,74.006,22.44,11,238,116,78,143,0.225,-0.556,0.272,0.75,-0.723,Dfd,#FF6EFF,Extremely cold subarctic climate,Cold (continental),Without dry season,Very cold winter,"Eastern Europe, Northern Asia",Asia
152,Vladikavkaz,Russia,North Ossetia-Alania Republic,Gorod Vladikavkaz,43.024593,44.68211,691.8810425,246.9132761,10.589,166.716,78.929,18.909,0.562913158,0.002364191,0.029794907,9.487,11.387,1.574,4.221,604.9,1015.966,6.113,1.406,59.206,9.28,48,234,79,176,67,0.05,-0.771,0.228,0.658,-0.402,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,"Eastern Europe, Northern Asia",Asia
153,Vladivostok,Russia,Primorsky Krai,Vladivostok Urban Okrug,43.1150678,131.8855768,11.28402328,1.358963484,5.709,170.682,70.403,31.971,0.465345141,0.010163354,0.004540732,12.064,11.708,1.703,7.32,841.6,1014.771,8.228,1.264,39.693,17.571,115,218,22,150,35,0.214,-0.031,0.364,0.461,-0.647,Dwb,#B464FA,Monsoon-influenced warm-summer humid continental climate,Cold (continental),Dry winter,Warm summer,"Eastern Europe, Northern Asia",Asia
154,Volgagrad,Russia,Volgograd Oblast,Gorod Volgograd,42.3761128,59.6219077,81.21779633,503.5854658,9.732,158.87,68.923,30.333,0.496714541,0.009889161,0.005885785,11.307,9.208,2.034,2.002,289.9,1016.069,8.23,1.791,62.727,8.937,39,259,67,128,75,-0.178,-0.849,0.355,0.722,-0.394,BWk,#FFFF64,Cold desert climate,Arid,Desert,Cold,"Eastern Europe, Northern Asia",Asia
155,Yakutsk,Russia,Sakha Republic,Gorod Yakutsk,62.0274078,129.7319787,97.73708344,880.7667257,-7.204,116.939,68.308,14.31,0.300723415,0.007415738,0.049172018,21.958,9.555,2.146,7.793,479.127,1013.152,11.748,12.173,43.892,14.813,38,291,15,123,168,0.102,-0.571,0.139,0.781,-0.729,Dfd,#FF6EFF,Extremely cold subarctic climate,Cold (continental),Without dry season,Very cold winter,"Eastern Europe, Northern Asia",Asia
156,Yuzhno-Sakhalinsk,Russia,Sakhalin Oblast,Gorod Yuzhno-Sakhalinsk,46.9640949,142.7284716,36.77248001,21.96105094,3.938,143.601,79.679,24.529,0.384534728,0.001667185,0.01350345,10.561,10.047,2.046,6.419,991.2,1011.127,7.41,17.953,55.544,9.197,40,289,35,100,97,0.103,-0.302,0.385,0.471,-0.147,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,"Eastern Europe, Northern Asia",Asia
157,Ashgabat,Turkmenistan,Ashgabat,Ashgabat,37.9404648,58.3823487,225.2759247,445.6780871,18.43,215.856,50.212,22.006,0.679500729,0.012881399,0.02418148,10.317,11.068,1.737,1.959,152.7,1015.05,7.429,0.0,45.499,9.564,127,177,61,81,0,-0.056,-0.779,0.233,0.857,-0.76,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Central Asia,Asia
158,Asmara,Eritrea,Central,Gala Nethi,15.3228767,38.9250517,2327.70752,56.94093682,19.306,269.391,56.92,20.386,1.226164664,0.014533288,0.025173771,2.754,8.122,0.715,4.64,721.7,1013.819,2.051,0.0,41.523,22.487,62,247,21,220,0,-0.029,-0.628,0.329,0.553,-0.774,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Eastern Africa,Africa
159,Athens,Greece,Central Athens Regional Unit,Athens,37.9839412,23.7283052,71.70706177,5.432493807,18.228,187.818,58.107,24.878,0.843447506,0.01723305,0.017459137,7.462,8.789,1.182,3.71,335.032,1015.891,6.211,0.043,34.703,9.922,88,277,0,80,14,-0.134,-0.794,0.261,0.716,-0.527,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,Southern Europe,Europe
160,Auckland,New Zealand,Auckland,Auckland,-36.8508827,174.7644881,17.0,0.784165767,16.533,182.022,79.373,26.822,1.052810012,0.000982993,0.011193433,3.643,6.732,0.982,9.075,1377.975,1016.702,7.679,0.0,54.514,12.277,29,295,23,260,0,-0.029,-0.683,0.427,0.508,-0.255,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,"Oceania,  Australia",Oceania
161,Christchurch,New Zealand,Canterbury,Christchurch,-43.530955,172.6366455,4.0,11.5024439,11.994,164.272,78.96,25.912,0.682070409,0.002178347,0.012059931,4.45,9.409,1.958,8.307,915.481,1014.855,10.407,0.0,47.964,10.797,48,225,46,226,15,-0.082,-0.442,0.272,0.542,-0.195,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,"Oceania,  Australia",Oceania
162,Wellington,New Zealand,Wellington,Wellington,-41.2887953,174.7772114,1.0,0.972956918,14.588,135.582,78.0,36.09,0.922628746,0.001210566,0.002701885,3.271,5.185,1.417,9.414,1402.383,1016.189,9.35,0.0,54.504,10.223,52,242,54,230,1,-0.09,-0.439,0.399,0.387,-0.207,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,"Oceania,  Australia",Oceania
163,Baghdad,Iraq,Baghdad Governorate,Baghdad,33.3061701,44.3872213,33.75,477.6992196,24.704,237.446,37.838,24.295,0.697759992,0.011624361,0.018359933,9.728,14.335,1.268,2.391,107.2,1010.487,7.869,0.0,20.704,8.892,222,142,1,22,0,-0.12,-0.835,0.254,0.783,-0.904,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot,"Middle East, Western Asia",Asia
164,Mosul,Iraq,Nineveh Governorate,Mosul,36.3489278,43.157736,218.2796021,532.1879504,21.84,221.989,42.127,20.938,0.668510482,0.010446337,0.027756323,10.365,14.053,1.253,2.168,153.6,1012.733,7.391,0.001,25.527,9.427,199,160,5,85,3,-0.154,-0.79,0.27,0.793,-0.863,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,"Middle East, Western Asia",Asia
165,Baku,Azerbaijan,Baku,Baku,40.3755885,49.8328009,-11.26161671,3.540748692,16.079,198.249,70.9,33.575,0.709880181,0.006630382,0.004676831,8.122,7.609,1.174,32.42,4455.1,1015.726,7.159,0.002,47.418,9.759,88,234,39,83,12,-0.188,-0.673,0.143,0.732,-0.588,BWk,#FFFF64,Cold desert climate,Arid,Desert,Cold,"Caucasus, Western Asia",Asia
166,Bamako,Mali,Bamako Capital District,Bamako,12.6392316,-8.0028892,326.4494934,620.4871753,27.842,245.748,49.286,20.026,0.72800313,0.009875566,0.026260658,3.015,13.09,1.086,5.396,599.0,1012.478,1.92,0.0,38.875,10.351,70,292,3,85,0,-0.239,-0.32,0.385,0.526,-0.666,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,West Africa,Africa
167,Bangkok,Thailand,Bangkok,Bangkok,13.7524938,100.4935089,1.889712214,17.47887808,28.721,151.068,73.175,18.329,0.422756261,0.003860079,0.029912561,1.551,7.655,0.833,13.797,2436.114,1008.721,2.632,0.0,48.229,9.629,2,363,0,218,0,-0.191,-0.256,0.484,0.479,-0.476,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Southeast Asia,Asia
168,Chiang Mai,Thailand,Chiang Mai,Mueang Chiang Mai District,18.7882778,98.9858802,314.0,240.848901,26.445,232.707,72.648,15.16,0.709045172,0.004305179,0.051194359,2.359,9.772,0.824,13.223,1861.146,1009.853,3.527,0.0,50.838,9.765,7,349,9,194,0,-0.084,-0.493,0.469,0.338,-0.632,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Southeast Asia,Asia
169,Bangui,Central African Republic,Bangui,Bangui,4.3946735,18.5581899,375.3478088,869.9740316,26.268,242.639,73.679,14.424,0.709145375,0.005471754,0.056375419,1.882,11.763,1.061,12.083,1870.4,1009.959,1.69,0.0,55.403,12.339,8,356,1,226,0,-0.353,-0.488,0.332,0.55,-0.724,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Central Africa,Africa
170,Banjul,The Gambia,Banjul,Banjul,13.454375,-16.5753186,2.20339489,1.274719739,26.118,251.556,69.696,22.179,0.696031636,0.008877015,0.01554051,1.773,11.379,0.868,16.021,1592.1,1010.908,1.393,0.0,48.788,11.907,87,275,3,85,0,0.006,-0.175,0.31,0.021,0.059,As,#FF6E6E,Tropical dry savanna climate,Tropical,"Savanna, Dry",,West Africa,Africa
171,Baotou,China,Inner Mongolia,Baotou,40.6578099,109.84021,1063.796509,795.9774999,8.946,194.425,37.449,21.784,0.55033586,0.017641565,0.028319909,12.892,8.691,,2.664,245.5,1017.409,11.462,0.184,40.879,23.656,110,220,32,74,19,0.192,-0.518,0.343,0.721,-0.906,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Eastern Asia,Asia
172,Beijing,China,Beijing,Beijing,39.906217,116.3912757,44.75004196,154.4380096,12.9,197.056,55.682,19.628,0.556243776,0.015658847,0.037863778,11.635,12.533,1.691,7.868,583.9,1016.738,10.735,0.064,34.996,10.269,134,212,17,52,7,0.167,-0.108,0.312,0.648,-0.889,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,Eastern Asia,Asia
173,Chang'chun,China,Chongqing,Changchun,28.783,105.383,287.2019043,750.5718145,18.698,150.384,76.876,12.337,0.805867433,0.003674361,0.067832473,7.808,8.045,1.483,9.18,1251.715,1013.278,9.57,0.0,73.711,18.996,25,180,158,247,0,-0.006,-0.752,0.375,0.675,-0.893,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
174,Changchun,China,Jilin,Changchun,43.8160199,125.32357,222.7384949,383.8079342,6.499,177.075,62.679,21.01,0.508563533,0.013142132,0.027960957,14.024,10.827,2.498,9.907,1088.2,1014.632,9.195,0.835,44.665,9.254,82,260,16,116,39,0.06,-0.256,0.205,0.645,-0.796,Dwa,#6E28B5,Monsoon-influenced hot-summer humid continental climate,Cold (continental),Dry winter,Hot summer,Eastern Asia,Asia
175,Changsha,China,Hunan,Changsha,28.1450774,113.2384362,63.31957245,500.8897885,19.144,168.341,74.343,18.856,0.620967337,0.007747711,0.031816579,9.593,8.291,1.495,9.069,1387.7,1015.252,9.113,0.047,54.088,9.189,66,255,39,189,13,-0.087,-0.668,0.441,0.671,-0.886,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
176,Chengdu,China,Sichuan,Chengdu,30.6598628,104.0633717,495.5461426,976.9120573,18.763,153.722,72.247,14.332,0.780038633,0.004360083,0.057869262,8.004,7.643,1.26,9.03,1154.4,1014.536,8.643,0.0,48.164,8.461,27,331,2,243,1,0.212,-0.554,0.191,0.539,-0.861,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,Eastern Asia,Asia
177,Chifeng,China,Inner Mongolia,Chifeng,42.2585999,118.88894,584.0,244.4518487,8.028,184.62,45.163,24.471,0.532017307,0.018920819,0.018117561,13.14,12.256,2.336,6.054,367.0,1016.99,11.016,0.194,40.323,24.318,110,227,26,89,23,0.11,-0.178,0.309,0.713,-0.886,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Eastern Asia,Asia
178,Chongqing,China,Chongqing,Chongqing,29.5647398,106.5478767,222.2587891,786.033112,19.701,151.009,72.441,17.018,0.730820826,0.007654997,0.040340513,8.821,7.03,1.534,11.451,1081.8,1013.828,8.917,0.0,57.858,8.879,33,287,44,122,1,0.011,-0.701,0.294,0.67,-0.863,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
179,Dali,China,Yunnan,Dali,25.6064799,100.26764,2006.928833,785.2897532,13.7,213.818,72.978,13.843,0.869406048,0.00585788,0.057246318,4.861,13.028,0.862,5.983,1027.6,1011.381,5.049,0.003,48.073,22.283,91,216,50,243,4,0.123,-0.517,0.428,0.396,-0.749,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer,Eastern Asia,Asia
180,Dalian,China,Liaoning,Dalian,38.9139899,121.6147,29.08464432,1.290503813,19.9,211.983,58.056,12.934,0.87533819,0.013038371,0.065659791,6.456,11.33,0.718,10.05,1283.006,1009.668,6.105,0.0,33.583,16.011,131,200,13,173,0,0.072,-0.549,0.401,0.717,-0.871,Dwa,#6E28B4,Monsoon-influenced hot-summer humid continental climate,Cold (continental),Dry winter,Hot summer,Eastern Asia,Asia
181,Datong,China,Shanxi,Datong,40.0763699,113.30001,1045.013062,446.6783331,9.245,190.81,42.275,20.469,0.512453124,0.018484959,0.029165015,12.326,15.55,1.959,7.621,565.1,1017.955,11.355,0.219,42.749,21.993,114,213,34,91,19,0.06,-0.334,0.287,0.68,-0.911,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Eastern Asia,Asia
182,Guangzhou,China,Guangdong Province,Guangzhou,23.1301964,113.2592945,15.0,14.70686461,23.33,186.569,74.761,19.202,0.725273727,0.005182178,0.033812679,6.596,7.959,1.356,13.136,1937.464,1012.718,6.377,0.0,63.842,12.091,33,262,68,184,0,-0.047,-0.513,0.481,0.493,-0.857,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
183,Guilin,China,Guangxi,Guilin,25.2736099,110.29002,148.9747009,358.7088319,20.048,175.747,74.893,16.336,0.726711557,0.005868896,0.04366531,8.037,8.73,1.394,16.776,2164.8,1014.082,7.71,0.004,66.599,10.392,35,207,123,162,2,0.035,-0.512,0.423,0.609,-0.847,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
184,Guiyang,China,Guizhou,Guiyang,25.7561647,112.72964,307.4505615,274.6696634,18.126,170.056,74.987,21.225,0.718992327,0.007576685,0.028150437,8.885,8.676,1.723,9.618,1627.5,1014.99,8.458,0.077,65.017,18.891,46,186,128,220,19,-0.15,-0.704,0.471,0.686,-0.892,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
185,Hanzhong,China,Shaanxi,Hanzhong,33.0676099,107.02377,513.9260864,1121.723364,15.833,175.505,70.937,9.94,0.724104548,0.007242781,0.072229826,8.543,10.147,1.395,9.306,1081.2,1015.548,9.755,0.028,65.841,22.18,37,191,124,186,12,0.105,-0.577,0.36,0.561,-0.906,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,Eastern Asia,Asia
186,Harbin,China,Heilongjiang,Harbin,45.8016143,126.5287796,120.6563568,514.0396212,5.043,171.648,69.853,22.427,0.470426108,0.007963371,0.021927042,15.16,10.844,2.248,13.569,2119.1,1013.844,9.577,2.695,41.065,10.342,62,259,12,142,83,-0.363,-0.379,0.21,0.68,-0.794,Dwa,#6E28B4,Monsoon-influenced hot-summer humid continental climate,Cold (continental),Dry winter,Hot summer,Eastern Asia,Asia
187,Hefei,China,Anhui,Hefei,31.8205699,117.22901,33.33245087,240.6648825,17.377,186.091,69.767,19.11,0.613439945,0.00866093,0.029699059,10.024,9.267,1.549,7.395,787.7,1015.964,9.757,0.036,51.911,8.866,60,251,52,95,14,-0.061,-0.54,0.42,0.653,-0.913,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
188,Hohhot,China,Inner Mongolia,Hohhot,40.8414899,111.75199,1072.452515,617.5173859,7.544,173.968,48.598,22.379,0.50141015,0.019769719,0.025000674,12.892,14.499,2.054,2.845,254.7,1017.459,8.085,0.098,33.536,12.321,115,243,3,59,11,0.199,-0.461,0.375,0.72,-0.808,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Eastern Asia,Asia
189,Hotan,China,Xinjiang,Hotan Prefecture,37.1144827,79.9200157,1373.263306,1640.792452,15.115,234.433,27.96,19.447,0.70605564,0.012899803,0.033873239,11.546,10.341,1.248,0.349,13.8,1013.199,10.978,0.0,50.625,19.132,87,225,53,20,4,0.034,-0.516,0.281,0.821,-0.91,BWk,#FFFF64,Cold desert climate,Arid,Desert,Cold,Eastern Asia,Asia
190,Jiamusi,China,Heilongjiang,Jiamusi,46.7997599,130.31882,84.4879837,377.2681829,3.734,166.273,68.491,20.189,0.470363707,0.009282061,0.032948544,15.017,10.023,1.901,4.018,559.2,1013.145,9.034,5.113,57.317,21.993,40,248,70,136,56,0.263,-0.405,0.336,0.656,-0.726,Dwa,#6E28B4,Monsoon-influenced hot-summer humid continental climate,Cold (continental),Dry winter,Hot summer,Eastern Asia,Asia
191,Jinan,China,Shandong,Jinan,36.6518399,117.12009,143.7389679,176.523877,14.562,197.443,64.796,18.328,0.57288262,0.012832653,0.038267939,10.82,12.187,1.973,18.018,1515.82,1016.916,10.591,0.002,40.733,10.51,89,232,29,124,18,0.174,-0.236,0.34,0.596,-0.912,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,Eastern Asia,Asia
192,Kashi,China,Xinjiang,Kashgar Prefecture,39.4677199,75.99381,1292.559692,1684.366306,14.287,207.474,35.339,21.079,0.702635687,0.017156984,0.027403156,11.541,9.636,1.437,1.186,85.6,1016.534,7.366,0.001,40.137,9.755,84,276,5,39,1,0.05,-0.468,0.39,0.857,-0.779,BWk,#FFFF64,Cold desert climate,Arid,Desert,Cold,Eastern Asia,Asia
193,Kuerle,China,Xinjiang,Bayingolin Mongol Autonomous Prefecture,41.7264299,86.1736899,935.1975098,1864.667397,13.259,193.227,36.862,24.576,0.606233147,0.019321854,0.020721851,13.091,13.948,1.14,1.128,81.6,1015.883,12.261,0.001,45.068,20.772,98,222,37,47,6,-0.005,-0.691,0.232,0.842,-0.923,BWk,#FFFF64,Cold desert climate,Arid,Desert,Cold,Eastern Asia,Asia
